frame_num,Area
388,71388.5
389,71473.5
390,71621.0
391,71498.0
392,71725.0
393,72185.5
394,72203.0
395,72185.0
396,72316.5
397,72425.0
398,72476.5
399,72636.5
400,72847.5
401,72836.5
402,72922.0
403,72950.5
404,73151.0
405,73263.0
406,73429.0
407,73566.5
408,73704.5
409,73833.0
410,74060.0
411,74070.0
412,74192.5
413,74424.5
414,74570.0
415,74818.0
416,75021.5
417,75185.0
418,75380.0
419,75976.5
420,76131.5
421,76347.0
422,76540.0
423,77062.0
424,77134.5
425,77074.0
426,77362.5
427,77361.5
428,77533.5
429,77869.0
430,78092.0
431,78006.5
432,78217.5
433,78236.0
434,78444.0
435,78619.5
436,78853.5
437,78955.0
438,79103.5
439,79382.5
440,79541.5
441,79707.5
442,79827.5
443,80108.5
444,80409.5
445,80491.0
446,80510.5
447,80883.5
448,81608.5
449,81551.0
450,82105.5
451,81789.0
452,85799.0
453,86365.0
454,82023.0
455,75561.0
456,76000.5
457,76147.0
458,76361.5
459,74375.0
460,73876.5
461,73573.5
462,73297.0
463,73271.0
464,73029.0
465,73183.0
466,73092.0
467,73141.5
468,73190.5
469,73285.0
470,73304.0
471,73472.5
472,73462.5
473,73512.5
474,73693.5
475,73715.5
476,73775.0
477,73852.5
478,73909.0
479,74097.0
480,74244.0
481,73958.0
482,74211.5
483,74291.0
484,74438.5
485,74476.0
486,74475.5
487,74596.0
488,74633.5
489,74671.5
490,74880.5
491,74991.5
492,74961.5
493,74971.0
494,74979.0
495,75123.0
496,75207.5
497,75185.5
498,75138.0
499,75152.0
500,75196.5
501,75298.0
502,75272.5
503,75518.5
504,75432.5
505,75431.5
506,75431.0
507,75371.0
508,75300.5
509,75377.5
510,75259.0
511,74936.5
512,74926.0
513,74877.0
514,74844.5
515,74961.5
516,75007.5
517,75250.5
518,75211.5
519,75150.0
520,75110.0
521,75057.0
522,75029.0
523,75100.5
524,75057.5
525,75062.0
526,75117.0
527,75113.0
528,75161.5
529,75105.5
530,75015.0
531,75225.5
532,75218.0
533,75148.0
534,75089.0
535,75075.5
536,75188.5
537,75141.0
538,75062.5
539,75139.5
540,75107.5
541,74599.5
542,74582.0
543,74523.5
544,74495.0
545,74559.0
546,74579.0
547,74638.5
548,74671.5
549,74515.5
550,74598.5
551,74581.5
552,74598.0
553,74470.0
554,74401.0
555,74341.0
556,74345.5
557,74259.5
558,74200.5
559,74095.0
560,74130.0
561,74002.5
562,73851.0
563,73745.5
564,73605.5
565,73505.0
566,73493.5
567,73457.5
568,73366.5
569,73282.0
570,73206.0
571,72361.0
572,72430.5
573,72425.5
574,72497.0
575,72509.5
576,72564.0
577,72432.5
578,72399.5
579,72348.0
580,72365.0
581,72385.5
582,72237.0
583,72207.5
584,72195.5
585,72136.5
586,72214.0
587,72149.5
588,72114.0
589,71926.5
590,71735.5
591,71639.0
592,71516.5
593,71437.0
594,71422.0
595,71248.0
596,71169.5
597,70948.0
598,70939.5
599,70711.0
600,70577.5
601,69913.0
602,69795.5
603,69745.5
604,69737.0
605,69816.0
606,69766.5
607,69708.5
608,69593.5
609,69604.0
610,69477.5
611,69393.0
612,69365.5
613,69358.0
614,69309.0
615,69243.5
616,69230.5
617,69127.5
618,68836.5
619,68804.5
620,68519.5
621,68641.0
622,69146.0
623,69257.5
624,69123.0
625,69859.0
626,70047.5
627,70147.5
628,70900.0
629,71012.0
630,71176.0
631,70849.0
632,70794.0
633,70736.5
634,70545.0
635,70592.0
636,70694.0
637,70723.0
638,70824.0
639,70663.5
640,70586.5
641,70566.5
642,70501.5
643,70248.5
644,70319.5
645,70212.5
646,69793.5
647,69765.5
648,69815.0
649,69812.0
650,69725.5
651,69633.5
652,69364.0
653,69308.5
654,69219.5
655,69166.5
656,69058.5
657,68892.0
658,68691.0
659,68512.5
660,68505.5
661,67645.5
662,67471.5
663,67588.0
664,67551.0
665,67536.5
666,67608.5
667,67533.0
668,67319.5
669,67202.0
670,67202.0
671,67233.5
672,66981.0
673,67003.5
674,66867.0
675,66838.5
676,66610.0
677,66555.0
678,66490.0
679,66416.5
680,66246.0
681,65951.5
682,66020.0
683,65829.0
684,65675.5
685,65551.5
686,65462.5
687,65216.5
688,65065.0
689,64907.0
690,64632.5
691,63678.5
692,63460.0
693,63573.0
694,63641.5
695,63543.0
696,63600.5
697,63481.5
698,63428.0
699,63342.5
700,63360.5
701,63283.0
702,63069.5
703,62941.0
704,62984.5
705,62977.5
706,62787.5
707,62749.0
708,62612.0
709,62498.0
710,62078.5
711,61993.5
712,61935.5
713,61548.0
714,61445.5
715,61356.0
716,61203.5
717,61090.0
718,61105.0
719,60802.0
720,60450.5
721,59556.0
722,59661.0
723,59682.0
724,59556.0
725,59566.5
726,59407.5
727,59548.0
728,59395.0
729,59188.5
730,58976.5
731,58956.5
732,58962.0
733,58884.0
734,58732.0
735,58638.5
736,58632.5
737,58474.0
738,58284.5
739,58319.5
740,58123.5
741,58259.0
742,58126.0
743,58136.5
744,58066.5
745,57866.5
746,58006.5
747,57860.0
748,57669.0
749,57445.0
750,57562.5
751,57032.0
752,56908.5
753,56928.0
754,56991.5
755,56684.5
756,56776.5
757,56663.0
758,56597.0
759,56529.5
760,56607.0
761,56278.0
762,56294.5
763,56267.5
764,55978.0
765,55802.0
766,55912.0
767,55761.0
768,55609.5
769,55417.0
770,55291.5
771,54843.0
772,55196.5
773,55064.5
774,54895.5
775,54749.5
776,54770.5
777,54597.0
778,54280.0
779,54299.0
780,54177.0
781,52525.0
782,52495.5
783,52608.5
784,52263.5
785,52154.5
786,51955.5
787,51987.5
788,51628.5
789,51583.5
790,51204.0
791,51059.5
792,51085.0
793,50748.5
794,50429.0
795,49905.5
796,49571.5
797,49374.0
798,48952.5
799,48697.5
800,48622.5
801,48157.5
802,47925.5
